Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
250250002022,15000US250250002022,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008577,,,,,25,025,,,,000202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,843,17342.84,0.0486079472182883,0.04860795,0.04860795,0,843,217,234,318,74,843,664,0,0,144,0,35,0,366,5,6,7,11,20,42,74,106,106,133,215,244,290,317,341,366,361,360,359,355,345,323,292,260,260,232,150,122,75,49,24,65746,39893.6706852792,43548.2170050761,33220.0412436548,17870.1871827411,366,166,200,1461,843,35,5,40,803,843,797,618,0,0,144,0,35,0,46,46,0,0,0,0,0,0,366,5,1,1,4,10,22,31,32,0,27,82,28,47,26,25,25
250250002023,15000US250250002023,"Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008578,,,,,25,025,,,,000202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105,1105,23503.96,0.0470133452355764,0.04701335,0.04701335,0,1105,167,342,441,155,1105,985,0,0,120,0,0,0,452,23,38,56,66,79,90,105,122,122,177,204,283,349,380,408,452,429,414,396,386,373,362,347,330,330,274,248,168,102,71,44,89650,43974.8128172589,48438.2455583756,7335.67576142132,,452,205,247,1705,1105,29,450,479,626,1105,1105,985,0,0,120,0,0,0,0,0,0,0,0,0,0,0,452,23,15,18,10,12,12,14,17,0,56,26,79,66,31,27,44
250250002024,15000US250250002024,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts","Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008579,,,,,25,025,,,,000202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,701,26100.94,0.0268572672923581,0.02685727,0.02685727,0,701,280,216,137,68,701,153,143,0,164,0,241,0,188,68,89,97,108,109,113,125,146,146,152,158,179,187,188,188,188,119,99,91,80,79,75,62,42,42,36,30,8,0,0,0,15471,8714.20050761421,3768.47398477157,15004.2734771574,7014.14657360406,188,20,168,291,701,294,262,556,145,701,413,106,143,0,164,0,0,0,288,47,0,0,0,0,241,0,188,67,22,8,11,1,4,13,21,0,6,6,21,8,1,0,0
250250003011,15000US250250003011,"Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008580,,,,,25,025,,,,000301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,322,2796.044,0.115162695734498,0.1243666,0.1151627,0.009203903,322,0,59,194,69,322,277,0,0,45,0,0,0,139,0,5,15,15,20,22,22,22,22,24,27,60,87,108,134,139,139,133,124,124,119,117,117,117,117,115,112,79,52,31,5,97026,53818.163071066,56068.8673857868,49402.8331218274,,139,134,5,,322,15,53,68,254,322,305,260,0,0,45,0,0,0,17,17,0,0,0,0,0,0,139,0,5,10,0,5,2,0,0,0,2,3,33,27,21,26,5
250250003012,15000US250250003012,"Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008581,,,,,25,025,,,,000301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,1288,23799.67,0.0541183974597566,0.0541184,0.0541184,0,1288,254,485,394,155,1288,886,0,0,402,0,0,0,332,0,23,64,72,72,72,72,72,72,80,101,131,211,257,289,332,332,309,268,260,260,260,260,260,260,252,231,200,120,74,43,105872,41988.673857868,53366.25,18834.7747461929,45712.8426395939,332,164,168,2187,1288,215,44,259,1029,1288,1187,785,0,0,402,0,0,0,101,101,0,0,0,0,0,0,332,0,23,42,7,1,0,0,0,0,8,21,30,80,46,32,43
250250003013,15000US250250003013,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008582,,,,,25,025,,,,000301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,760,23475.71,0.0323738951686263,0.03237389,0.03237389,0,760,26,522,142,70,760,760,0,0,0,0,0,0,261,0,0,0,0,9,31,48,49,58,59,70,98,237,257,261,261,261,261,261,261,251,229,213,212,203,202,191,162,22,4,0,99807,41905.1269035533,40381.0279187817,,61823.4803299492,261,101,160,1527,760,97,65,162,598,760,706,706,0,0,0,0,0,0,54,54,0,0,0,0,0,0,261,0,0,0,0,9,22,17,1,9,1,11,28,140,19,4,0
250250003014,15000US250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008583,,,,,25,025,,,,000301,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,852,19130.38,0.0445364997830106,0.0445365,0.0445365,0,852,66,483,216,87,852,827,14,0,11,0,0,0,321,9,11,11,11,11,11,22,48,68,71,71,137,236,278,292,321,312,310,310,310,310,310,299,273,253,250,250,183,83,43,29,108853,54209.3147208122,54462.4873096447,,,321,91,230,2144,852,42,0,42,810,852,830,805,14,0,11,0,0,0,22,22,0,0,0,0,0,0,321,9,2,0,0,0,0,11,26,21,3,0,66,100,41,14,29
250250003021,15000US250250003021,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008584,,,,,25,025,,,,000302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508,1508,14272.04,0.10566110731015,0.1056611,0.1056611,0,1508,60,964,328,156,1508,1341,67,0,82,0,0,18,539,18,23,23,23,54,70,81,98,98,122,131,191,262,355,424,539,521,516,516,516,485,469,457,441,441,417,408,347,276,182,115,130128,62567.8077411167,64236.2151015228,60119.6288071066,27886.9606598985,539,233,306,2106,1508,137,95,232,1276,1508,1478,1311,67,0,82,0,0,18,30,30,0,0,0,0,0,0,539,18,5,0,0,31,16,12,17,0,24,9,60,70,94,68,115
250250003022,15000US250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008585,,,,,25,025,,,,000302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,1920,14687.42,0.130724157795326,0.1441358,0.1307242,0.01341164,1920,307,814,613,186,1920,1219,168,0,533,0,0,0,699,11,29,61,81,85,86,93,109,122,185,239,379,442,527,585,699,688,669,638,618,614,613,606,590,577,514,460,319,256,171,113,91380,50304.1275380711,54752.3699238579,30935.1586294416,,699,494,205,2152,1920,137,47,184,1736,1920,1915,1214,168,0,533,0,0,0,5,5,0,0,0,0,0,0,699,11,19,31,20,4,1,7,16,13,63,54,140,63,84,59,114
250250004011,15000US250250004011,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008586,,,,,25,025,,,,000401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,1539,77652.72,0.0198190107444513,0.01981901,0.01981901,0,1539,40,1008,408,83,1539,1079,195,0,181,0,84,0,869,103,135,146,165,230,254,276,327,347,411,536,651,735,790,827,869,765,734,722,704,638,615,593,542,522,458,331,217,133,78,42,62186,45643.220177665,55411.8845177665,29994.6224619289,42773.5088832487,869,53,816,1618,1539,313,216,529,1010,1539,1439,1052,195,0,181,0,11,0,100,27,0,0,0,0,73,0,869,101,33,12,18,66,24,22,51,21,64,125,114,84,55,37,42
250250004012,15000US250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008587,,,,,25,025,,,,000401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,1148,25447.89,0.0451117920237468,0.04511179,0.04511179,0,1148,41,805,214,88,1148,881,0,0,267,0,0,0,430,36,45,45,45,85,100,117,155,163,222,286,353,353,387,412,430,394,385,385,385,344,330,313,275,267,208,143,77,77,42,18,53680,44460.9041878173,51085.1649746193,23039.9714467005,,430,68,362,1966,1148,184,106,290,858,1148,1139,872,0,0,267,0,0,0,9,9,0,0,0,0,0,0,430,35,10,0,0,40,15,17,38,8,59,64,67,0,34,25,18
250250004013,15000US250250004013,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008588,,,,,25,025,,,,000401,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,1497,33652.56,0.0444839898872118,0.04448399,0.04448399,0,1497,432,515,402,148,1497,1227,0,0,102,0,37,131,517,3,14,36,57,58,58,72,107,138,167,265,383,439,473,507,517,514,503,481,460,459,459,445,410,379,350,251,133,77,44,10,74562,31051.6180203046,35147.9505076142,,,517,174,343,1754,1497,4,77,81,1416,1497,1473,1227,0,0,102,0,13,131,24,0,0,0,0,0,24,0,517,3,11,22,21,2,0,14,35,31,29,98,119,55,34,34,10
250250004014,15000US250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008589,,,,,25,025,,,,000401,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,1992,32470,0.0613489328908088,0.06134893,0.06134893,0,1992,307,464,326,895,1992,1657,8,0,299,0,28,0,1050,265,403,530,578,614,638,650,650,650,689,834,872,933,953,998,1050,781,646,519,471,436,411,400,400,400,360,215,178,116,96,52,19199,32966.8686548223,34954.2734771574,10721.8591370558,93783.9879441624,1050,156,894,420,1992,534,404,938,1054,1992,1940,1633,8,0,299,0,0,0,52,24,0,0,0,0,28,0,1050,262,141,127,47,36,25,12,0,0,39,145,38,62,20,45,52
250250004021,15000US250250004021,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008590,,,,,25,025,,,,000402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,1548,24896.93,0.062176349851814,0.06217635,0.06217635,0,1548,65,1190,178,115,1548,1441,0,0,107,0,0,0,651,32,41,43,56,99,114,124,150,182,237,334,381,420,438,637,651,618,610,607,595,552,537,527,500,468,413,316,269,230,213,14,73918,53873.8610406091,57015.7328680203,44174.8191624366,1624.10215736041,651,183,468,2241,1548,201,150,351,1197,1548,1485,1378,0,0,107,0,0,0,63,63,0,0,0,0,0,0,651,32,9,2,13,43,15,10,26,32,55,97,47,39,18,199,14
250250004022,15000US250250004022,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008591,,,,,25,025,,,,000402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,791,5355.551,0.14769720940792,0.1476972,0.1476972,0,791,180,302,224,85,791,653,7,0,114,0,17,0,227,8,12,16,16,19,25,31,38,49,63,86,122,141,158,196,227,219,215,211,211,208,202,195,188,177,164,141,104,86,69,31,89289,34468.182106599,37018.8959390863,26842.6237309645,,227,120,107,1790,623,36,55,91,532,791,774,653,7,0,114,0,0,0,17,0,0,0,0,0,17,0,227,8,4,4,0,3,6,7,7,11,14,23,36,18,17,38,31
250250004023,15000US250250004023,"Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts","Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008592,,,,,25,025,,,,000402,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511,1511,14793.39,0.102140241576409,0.1021402,0.1021402,0,1511,221,903,346,41,1511,1399,20,0,76,0,16,0,455,21,29,36,43,43,43,46,52,52,52,82,153,216,255,305,455,434,426,419,412,412,412,409,403,403,403,372,301,238,200,148,128169,48506.6021573604,49364.8572335025,52015.5742385787,,455,271,184,1563,1511,143,256,399,1112,1511,1462,1366,20,0,76,0,0,0,49,33,0,0,0,0,16,0,455,20,9,7,6,0,0,3,6,0,0,30,71,63,38,51,150
250250005011,15000US250250005011,"Block Group 1, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008593,,,,,25,025,,,,000501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,1348,36395.8,0.0370372372381648,0.03703724,0.03703724,0,1348,10,804,391,143,1348,958,0,24,305,0,41,20,809,72,132,216,269,330,352,362,390,446,497,572,663,781,799,804,809,736,675,592,540,478,457,447,418,362,312,236,145,26,9,5,45926,35654.2956852792,37607.5222081218,28850.2823604061,36312.5444162437,809,298,511,1927,1348,324,180,504,844,1348,1258,919,0,24,305,0,0,10,90,39,0,0,0,0,41,10,809,71,61,83,52,62,22,10,28,56,50,75,90,118,18,4,5
250250005012,15000US250250005012,"Block Group 2, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008594,,,,,25,025,,,,000501,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,474,27201.42,0.0174255633616835,0.01742556,0.01742556,0,474,0,187,55,232,474,376,37,24,37,0,0,0,340,134,178,195,199,208,242,274,283,283,283,329,340,340,340,340,340,205,162,145,141,131,97,66,57,57,57,11,0,0,0,0,12922,21363.9689086294,19652.5222081218,35139.0894670051,,340,13,327,332,474,200,149,349,125,474,432,358,37,0,37,0,0,0,42,18,0,24,0,0,0,0,340,132,46,17,4,10,34,32,9,0,0,46,11,0,0,0,0
250250005013,15000US250250005013,"Block Group 3, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008595,,,,,25,025,,,,000501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436,1436,34537.66,0.0415777988160563,0.0415778,0.0415778,0,1436,40,834,323,239,1436,1193,24,0,97,0,69,53,762,81,128,185,241,255,267,289,321,332,407,467,551,667,685,737,762,680,633,577,520,507,495,473,441,430,355,295,209,93,76,25,53338,39380.9961928934,41919.0513959391,35685.9422588832,29713.6008883249,762,106,656,1662,1436,354,232,586,850,1436,1275,1070,24,0,97,0,69,15,161,123,0,0,0,0,0,38,762,80,48,57,56,14,12,21,32,12,75,60,84,116,18,52,25
250250005014,15000US250250005014,"Block Group 4, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008596,,,,,25,025,,,,000501,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,1309,39754.39,0.032927179585388,0.03292718,0.03292718,0,1309,91,784,434,0,1309,1026,14,0,244,0,0,25,638,28,51,81,91,92,104,126,162,262,321,389,417,467,551,605,638,609,586,557,547,546,533,511,475,375,316,249,220,170,86,33,58849,61023.4549492386,67789.4923857868,37751.8305837563,,638,112,526,1515,1309,229,221,450,859,1309,1294,1026,14,0,244,0,0,10,15,0,0,0,0,0,0,15,638,28,23,29,10,1,12,22,35,100,59,68,28,50,84,53,33
250250005018,15000US250250005018,"Block Group 8, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 8, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008597,,,,,25,025,,,,000501,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,1561,55513.21,0.0281194353024029,0.02811944,0.02811944,0,1561,104,1119,254,84,1561,1283,10,13,142,0,78,35,908,89,113,115,124,125,166,210,222,222,344,403,655,746,829,908,908,818,795,793,783,783,741,698,686,686,564,504,252,161,78,0,78121,47896.4562182741,52475.0824873096,31090.8597715736,27480.6186548223,908,207,701,1775,1561,198,146,344,1217,1561,1443,1270,10,0,142,0,0,21,118,13,0,13,0,0,78,14,908,88,25,2,9,1,41,43,12,0,122,60,252,91,83,79,0
250250005019,15000US250250005019,"Block Group 9, Census Tract 5.01, Suffolk County, Massachusetts","Block Group 9, Census Tract 5.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008598,,,,,25,025,,,,000501,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,976,46980.42,0.0207746136275535,0.02077461,0.02077461,0,976,0,792,133,51,976,976,0,0,0,0,0,0,548,0,3,9,9,9,40,87,129,145,201,243,418,523,531,548,548,548,545,539,539,539,507,460,419,403,346,305,129,24,17,0,77218,43311.5006345178,44722.9378172589,,38196.1484771574,548,202,346,1241,976,163,14,177,799,976,765,765,0,0,0,0,0,0,211,211,0,0,0,0,0,0,548,0,3,6,0,0,31,47,42,16,56,42,175,105,8,17,0
250250005025,15000US250250005025,"Block Group 5, Census Tract 5.02, Suffolk County, Massachusetts","Block Group 5, Census Tract 5.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008599,,,,,25,025,,,,000502,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,593,8376.078,0.070796853112833,0.07079685,0.07079685,0,593,0,433,144,16,593,517,0,0,76,0,0,0,389,17,22,24,32,41,44,48,59,77,107,154,214,316,349,372,389,371,367,365,356,348,345,341,329,311,282,235,173,71,40,17,94827,62233.6199238579,62136.1484771574,57067.633248731,,389,96,293,1757,593,56,20,76,517,593,577,501,0,0,76,0,0,0,16,16,0,0,0,0,0,0,389,17,5,2,9,9,3,4,11,18,29,47,61,102,33,23,17
250250005026,15000US250250005026,"Block Group 6, Census Tract 5.02, Suffolk County, Massachusetts","Block Group 6, Census Tract 5.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008600,,,,,25,025,,,,000502,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,1112,7391.951,0.150433901624255,0.2596723,0.1504339,0.1092383,1112,237,476,190,209,1112,955,33,0,62,0,62,0,556,82,114,138,178,213,237,249,250,253,274,363,472,501,509,534,556,473,442,417,377,342,318,307,306,303,282,192,84,55,47,22,64875,32989.6541878173,33975.7614213198,49248.3978426396,10453.4961928934,556,93,463,1499,1112,215,519,734,378,1112,997,889,33,0,62,0,13,0,115,66,0,0,0,0,49,0,556,81,33,25,40,35,24,12,0,4,20,89,109,29,8,25,22
250250005027,15000US250250005027,"Block Group 7, Census Tract 5.02, Suffolk County, Massachusetts","Block Group 7, Census Tract 5.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008601,,,,,25,025,,,,000502,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,1359,35244.11,0.0385596381141534,0.03855964,0.03855964,0,1359,25,915,306,113,1359,1126,0,0,158,0,64,11,902,76,114,156,207,242,258,263,277,355,400,522,703,789,832,876,902,825,787,746,695,659,644,639,624,546,501,379,198,112,69,26,65629,50082.6015228426,45557.1414974619,65426.1262690355,74334.0038071066,902,200,702,1515,1359,300,175,475,884,1359,1266,1097,0,0,158,0,0,11,93,29,0,0,0,0,64,0,902,75,39,42,51,36,16,5,14,78,45,122,181,85,44,44,26
250250005028,15000US250250005028,"Block Group 8, Census Tract 5.02, Suffolk County, Massachusetts","Block Group 8, Census Tract 5.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008602,,,,,25,025,,,,000502,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0959529542221817,0.09595296,0.09595296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250250006011,15000US250250006011,"Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts","Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008603,,,,,25,025,,,,000601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,990,17266.35,0.0573369451904796,0.05733695,0.05733695,0,990,189,77,298,426,990,697,11,0,271,0,11,0,172,6,7,8,16,16,19,28,42,42,52,102,130,137,145,164,172,166,165,164,156,156,153,144,130,130,120,70,42,35,27,8,68098,20329.7588832487,23979.241751269,11439.6034263959,,172,55,117,2286,650,16,138,154,496,990,972,690,11,0,271,0,0,0,18,7,0,0,0,0,11,0,172,5,2,1,7,1,3,9,14,0,10,50,28,8,7,20,8
250250006012,15000US250250006012,"Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts","Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008604,,,,,25,025,,,,000601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,21834.82,0.0686976155874081,0.06869762,0.06869762,0,1500,65,953,332,150,1500,1250,0,0,159,0,55,36,600,9,19,39,76,127,154,174,202,214,258,314,403,450,478,510,600,590,581,561,524,472,445,425,398,386,342,285,196,149,122,89,70486,50997.8204314721,53283.9689086294,30638.9467005076,19789.2354060914,600,196,404,1643,1500,114,194,308,1192,1500,1392,1142,0,0,159,0,55,36,108,108,0,0,0,0,0,0,600,9,10,20,36,52,27,20,27,13,43,57,89,47,28,32,90
250250006013,15000US250250006013,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts","Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008605,,,,,25,025,,,,000601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,618,17644.99,0.0350241004977629,0.0350241,0.0350241,0,618,21,370,190,37,618,483,0,0,113,0,0,22,247,9,16,24,24,44,52,55,64,85,96,102,130,154,207,237,247,238,231,223,223,202,195,192,183,162,151,145,116,92,39,10,87480,48966.1104060914,56222.0368020305,33579.546319797,32730.152284264,247,123,124,1518,618,82,84,166,452,618,563,428,0,0,113,0,0,22,55,55,0,0,0,0,0,0,247,9,7,8,0,20,8,3,9,21,11,6,29,24,53,30,10
250250006014,15000US250250006014,"Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts","Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008606,,,,,25,025,,,,000601,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,1010,29641.45,0.0340739030451106,0.0340739,0.0340739,0,1010,74,659,244,33,1010,661,0,0,230,0,99,20,424,0,0,1,8,8,13,34,71,71,95,166,258,315,346,370,424,424,424,423,416,416,411,390,353,353,329,257,165,109,78,53,81053,48531.9194162437,55196.6878172589,45345.7423857868,26918.5755076142,424,182,242,1757,1010,100,126,226,784,1010,911,626,0,0,230,0,35,20,99,35,0,0,0,0,64,0,424,0,0,1,6,0,5,21,37,0,24,72,92,57,31,24,54
250250006021,15000US250250006021,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts","Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008607,,,,,25,025,,,,000602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1390,21405.62,0.064936208198648,0.06493621,0.06493621,0,1390,105,926,284,75,1390,1013,97,0,192,17,71,0,649,92,128,148,148,155,173,188,190,207,251,336,409,454,471,586,649,555,521,501,501,494,476,461,459,442,397,313,239,195,178,62,67938,50662.366751269,59304.413071066,52597.8711928934,14252.3508883249,649,278,371,1579,1390,269,242,511,879,1390,1293,976,97,0,192,0,28,0,97,37,0,0,0,17,43,0,649,91,37,20,0,7,19,15,2,17,45,84,74,44,17,115,63
250250006022,15000US250250006022,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts","Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",ma,150,00,ACSSF,0008608,,,,,25,025,,,,000602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,1161,23330.51,0.0497631649258607,0.04976317,0.04976317,0,1161,174,426,336,225,1161,790,44,14,239,0,58,16,536,189,258,292,299,322,341,351,354,379,430,445,478,532,536,536,536,345,278,244,237,214,195,185,182,157,106,91,57,3,0,0,17073,22304.5050761421,27429.9841370558,14552.3604060914,14278.9340101523,536,46,490,1289,1082,362,210,572,510,1161,1041,743,37,14,239,0,0,8,120,47,7,0,0,0,58,8,536,186,71,34,6,23,19,10,3,24,51,15,33,54,4,0,0
