Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A00003_001,SE_A00003_002,SE_A00003_003,SE_B01001_001,SE_B01001_002,SE_B01001_003,SE_B01001_004,SE_B01001_005,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,SE_A14001A_001,SE_A14001A_002,SE_A14001A_003,SE_A14001A_004,SE_A14001A_005,SE_A14001A_006,SE_A14001A_007,SE_A14001A_008,SE_A14001A_009,SE_A14001A_010,SE_A14001A_011,SE_A14001A_012,SE_A14001A_013,SE_A14001A_014,SE_A14001A_015,SE_A14001A_016,SE_A14001B_001,SE_A14001B_002,SE_A14001B_003,SE_A14001B_004,SE_A14001B_005,SE_A14001B_006,SE_A14001B_007,SE_A14001B_008,SE_A14001B_009,SE_A14001B_010,SE_A14001B_011,SE_A14001B_012,SE_A14001B_013,SE_A14001B_014,SE_A14001B_015,SE_A14001B_016,SE_B14001_001,SE_B14001_002,SE_B14001_003,SE_B14001_004,SE_B14001_005,SE_B14001_006,SE_A14006_001,SE_A14024_001,SE_A14024I_001,SE_A14024D_001,SE_A14024H_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A18009_001,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A10066_001,SE_A10066_002,SE_A10066_003,SE_A10066_004,SE_A10066_005,SE_A10066_006,SE_A10066_007,SE_A10066_008
250250003013,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6407,,,,,25,25,,,301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003013,Block Group 3,,,,836,836,26945.47,0.0310256263735585,0.03102563,0.03102563,0,836,71,581,122,62,836,668,93,0,34,0,0,41,836,806,638,93,0,34,0,0,41,30,298,0,16,26,27,27,27,27,31,34,34,38,55,133,223,276,298,298,281,272,271,271,271,271,267,264,264,260,243,164,74,22,298,26,8,5,16,243,125031,56105.9732423924,55484.2366211962,,65390.1547743966,298,100,198,2394,836,54,31,85,751,298,8,160,66,64,0,0,0
250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6408,,,,,25,25,,,301,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003014,Block Group 4,,,,688,688,14085.7,0.0488438556472076,0.04884386,0.04884386,0,688,100,403,99,86,688,444,10,0,130,0,84,20,688,604,444,10,0,130,0,0,20,84,287,0,0,0,5,31,40,40,47,52,59,89,108,156,196,263,287,287,287,287,282,256,247,247,240,235,228,198,178,130,91,23,287,7,41,43,18,179,111325,50943.6752360965,52731.4296956978,49069.0451206716,45339.6720881427,287,86,201,2406,688,20,87,107,581,287,99,71,73,18,26,0,0
250250003021,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6409,,,,,25,25,,,302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003021,Block Group 1,,,,1425,1425,13705.32,0.103974226907615,0.1039742,0.1039742,0,1425,127,605,596,97,1425,1053,40,0,152,45,80,55,1425,1280,999,40,0,152,45,0,44,145,543,16,25,26,26,26,42,67,76,79,94,140,215,365,438,489,543,527,518,517,517,517,500,476,467,464,449,402,327,176,104,54,543,25,52,66,72,328,110144,45999.0897166842,48577.0986358867,66823.0797481637,30872.258656873,543,213,330,2368,1425,75,211,286,1139,543,53,253,156,81,0,0,0
250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6410,,,,,25,25,,,302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250003022,Block Group 2,,,,2021,2021,16322.35,0.123817948191266,0.1416176,0.123818,0.0177997,2021,245,1032,434,310,2021,1171,214,0,550,0,56,30,2021,1859,1162,87,0,550,0,31,29,162,805,9,18,30,40,42,45,54,58,77,122,216,381,466,507,682,805,796,787,775,765,763,760,751,747,727,682,588,422,338,298,121,805,40,49,132,161,424,103812,61179.3022035677,77024.165792235,45473.6490031479,9890.21773347324,805,416,389,2393,2021,88,256,344,1677,805,198,352,174,51,26,4,0
250250004011,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6411,,,,,25,25,,,401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004011,Block Group 1,,,,1311,1311,62715.39,0.0209039578561754,0.02090396,0.02090396,0,1311,0,1162,149,0,1311,985,38,0,47,0,0,241,1311,1093,947,38,0,47,0,0,61,218,714,0,0,0,0,0,0,0,0,8,56,295,474,547,614,688,714,714,714,714,714,714,714,714,714,706,658,416,239,166,99,25,714,0,13,301,160,240,78166,55647.5209863589,54152.8410283316,,59483.6568730325,714,31,683,1874,1311,144,100,244,1067,714,295,359,30,30,0,0,0
250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6412,,,,,25,25,,,401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004012,Block Group 2,,,,1082,1082,26077.99,0.0414909258266834,0.04149093,0.04149093,0,1082,63,771,100,148,1082,798,103,0,148,0,0,33,1082,962,704,103,0,122,0,0,33,120,475,21,46,50,75,83,125,156,162,170,177,214,300,345,371,425,475,454,429,425,399,392,349,319,313,305,298,261,174,129,104,49,475,79,90,50,81,175,86072,42370.1993704092,49678.221406086,24234.1211962225,21949.1867785939,475,75,400,1731,1063,133,133,266,797,475,180,177,56,39,14,9,0
250250004013,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6413,,,,,25,25,,,401,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004013,Block Group 3,,,,1069,1069,23695.06,0.0451148808411468,0.04511488,0.04511488,0,1069,155,471,379,64,1069,824,0,0,132,0,19,94,1069,859,727,0,0,132,0,0,0,210,466,89,94,100,101,101,101,119,129,132,135,135,224,299,390,434,466,376,372,366,365,365,365,347,337,334,331,331,241,167,75,31,466,96,36,3,89,242,94764,47803.5912906611,60344.0398740818,26264.7088142707,17929.8793284365,466,121,345,2215,1069,150,27,177,892,466,143,190,84,8,41,0,0
250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6414,,,,,25,25,,,401,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004014,Block Group 4,,,,2075,2075,35219.34,0.0589164891883669,0.05891649,0.05891649,0,2075,30,715,304,1026,2075,1321,48,0,637,0,69,0,2075,1874,1189,48,0,637,0,0,0,201,1203,522,680,701,708,710,710,710,715,727,778,883,935,968,1062,1151,1203,676,522,502,495,493,493,493,488,476,425,319,267,235,140,52,1203,675,57,154,50,268,,33739.1552990556,41829.0582371459,15850.0970619098,36347.518363064,1203,83,1120,253,2075,877,61,938,1137,1203,705,375,55,43,25,0,0
250250004021,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6415,,,,,25,25,,,402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004021,Block Group 1,,,,1420,1420,22685.42,0.062595270711679,0.06259527,0.06259527,0,1420,226,719,311,164,1420,991,8,0,160,0,142,119,1420,1341,954,0,0,160,0,118,109,79,550,24,34,66,94,107,124,159,179,187,211,268,348,431,462,520,550,526,515,484,455,443,426,391,371,363,339,281,201,118,88,29,550,96,87,87,78,202,78047,34469.7481636936,40256.9228751312,31357.9249737671,23362.2245540399,550,126,424,1817,1420,152,246,398,1022,550,153,244,82,44,5,8,14
250250004022,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6416,,,,,25,25,,,402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004022,Block Group 2,,,,942,942,6369.887,0.147883310656266,0.1478833,0.1478833,0,942,30,580,211,121,942,770,12,0,106,0,12,42,942,873,713,12,0,106,0,0,42,69,337,4,4,7,8,8,13,15,15,15,44,69,139,181,216,270,337,333,333,330,329,329,324,322,322,322,292,268,198,155,121,66,337,8,7,51,74,198,118292,49707.5288562434,55924.8950682057,30503.8221406086,42255.0629590766,337,115,222,2277,853,181,55,236,617,337,85,162,16,38,32,4,0
250250004023,"Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6417,,,,,25,25,,,402,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250004023,Block Group 3,,,,1736,1736,17185.21,0.101017070349361,0.1010171,0.1010171,0,1736,170,802,546,218,1736,1225,49,0,134,0,114,214,1736,1384,1177,37,0,134,0,0,36,352,546,0,22,26,26,26,31,34,34,67,105,144,208,238,304,370,546,546,523,520,520,520,514,512,512,478,441,401,337,308,241,176,546,25,63,59,62,338,145565,81718.5912906611,59881.4008394543,57837.2061909759,171746.891395593,546,231,315,2200,1736,150,86,236,1500,546,137,189,41,35,28,86,30
250250005021,"Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6418,,,,,25,25,,,502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005021,Block Group 1,,,,1109,1109,18011.52,0.0615717138457784,0.06157171,0.06157171,0,1109,56,719,225,109,1109,788,0,0,227,0,75,19,1109,963,717,0,0,227,0,0,19,146,532,34,51,59,72,77,107,121,135,147,156,197,289,316,394,450,532,497,481,473,460,455,424,411,397,385,376,335,242,216,137,82,532,71,71,57,89,243,92047,62249.0241343127,77078.5939139559,37698.8011542497,31591.3378803778,532,190,342,2018,1085,146,75,221,864,532,185,187,135,25,0,0,0
250250005022,"Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6419,,,,,25,25,,,502,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005022,Block Group 2,,,,699,699,5164.873,0.135337306582115,0.2644997,0.1353373,0.1291624,699,37,420,210,32,699,580,45,0,74,0,0,0,699,641,522,45,0,74,0,0,0,58,350,17,27,37,39,51,71,93,112,120,135,170,203,252,289,329,350,333,322,313,311,299,278,257,238,230,215,180,147,98,61,20,350,37,76,58,32,147,77339,46955.7686253935,56827.1458551941,23131.9517313746,12338.4365162644,350,29,321,1644,632,101,81,182,450,350,148,155,32,15,0,0,0
250250005023,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6420,,,,,25,25,,,502,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005023,Block Group 3,,,,1255,1255,37217.59,0.0337206195549941,0.03372062,0.03372062,0,1255,21,815,186,233,1255,958,35,0,174,0,44,44,1255,1177,925,35,0,174,0,17,26,78,738,78,190,242,270,295,313,333,353,367,400,454,524,621,661,711,738,659,546,496,468,443,425,404,385,371,338,284,214,115,77,26,738,262,101,90,70,214,49004,42053.0508919202,47458.1820566632,31233.3683105981,34158.8798530955,738,37,701,1859,1255,408,203,611,644,738,355,304,69,10,0,0,0
250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",ACSSF,ma,150,0,6421,,,,,25,25,,,502,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005024,Block Group 4,,,,2462,2462,25467.9,0.0966707181654896,0.09667072,0.09667072,0,2462,0,2462,0,0,2462,1991,20,0,379,0,8,64,2462,2283,1856,13,0,379,0,0,35,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6713.49947534103,6473.80640083945,7991.51364113326,6933.30535152151,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
250250005031,"Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts",ACSSF,ma,150,0,6422,,,,,25,25,,,503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005031,Block Group 1,,,,751,751,30280.23,0.0248016593127072,0.02480166,0.02480166,0,751,25,582,131,13,751,576,40,0,91,0,0,44,751,723,557,31,0,91,0,0,44,28,387,20,24,47,60,72,76,76,80,82,105,125,171,257,297,351,387,367,363,340,326,314,311,311,307,305,282,262,216,129,90,36,387,60,20,41,49,216,112665,53427.481636936,57821.5057712487,27343.850996852,48219.129066107,387,43,344,2192,751,100,78,178,573,387,95,234,58,0,0,0,0
250250005032,"Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts",ACSSF,ma,150,0,6423,,,,,25,25,,,503,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005032,Block Group 2,,,,1370,1370,46866.16,0.0292321817707264,0.02923218,0.02923218,0,1370,32,837,353,148,1370,1097,16,0,200,0,50,7,1370,1270,1020,16,0,200,0,27,7,100,769,35,43,59,80,86,117,141,156,173,205,348,498,607,702,743,769,733,726,710,688,683,652,628,612,595,564,420,270,160,66,26,769,82,92,186,139,271,78365,52443.5886673662,52812.0251836306,48706.888772298,57547.2717733473,769,147,622,1808,1299,171,157,328,971,769,447,221,101,0,0,0,0
250250005051,"Block Group 1, Census Tract 5.05, Suffolk County, Massachusetts",ACSSF,ma,150,0,6424,,,,,25,25,,,505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005051,Block Group 1,,,,909,909,55324.98,0.0164301919545573,0.01643019,0.01643019,0,909,145,476,235,53,909,445,22,0,442,0,0,0,909,846,382,22,0,442,0,0,0,63,374,11,12,20,22,22,37,44,75,97,127,150,172,223,255,354,374,362,362,354,352,352,337,330,298,277,247,224,202,150,119,19,374,21,69,56,26,202,105142,41888.7198321091,46447.0750262329,38461.8415529906,,374,95,279,1823,909,67,85,152,757,374,111,144,37,82,0,0,0
250250005052,"Block Group 2, Census Tract 5.05, Suffolk County, Massachusetts",ACSSF,ma,150,0,6425,,,,,25,25,,,505,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005052,Block Group 2,,,,1035,1035,56957.29,0.0181715127637657,0.01817151,0.01817151,0,1035,0,650,339,46,1035,614,246,0,116,42,0,17,1035,947,543,246,0,116,42,0,0,88,452,20,129,147,165,170,190,199,252,288,301,306,365,385,405,436,452,432,321,305,287,282,262,253,200,164,151,146,86,67,46,16,452,161,116,26,62,87,42661,26708.5073452256,28404.1526757608,48086.1988457503,12693.2660020986,452,17,435,,1035,418,200,618,417,452,180,106,85,57,24,0,0
250250005053,"Block Group 3, Census Tract 5.05, Suffolk County, Massachusetts",ACSSF,ma,150,0,6426,,,,,25,25,,,505,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005053,Block Group 3,,,,388,388,18348.59,0.0211460439198946,0.02114604,0.02114604,0,388,0,47,137,204,388,301,22,0,16,0,0,49,388,380,301,14,0,16,0,0,49,8,214,0,16,62,72,72,98,110,110,110,110,110,123,141,145,174,214,214,197,151,142,142,116,104,104,104,104,104,91,73,69,40,214,68,38,3,13,91,,65445.629590766,66762.3714585519,,,214,127,87,1999,321,0,97,97,224,214,143,52,19,0,0,0,0
250250005061,"Block Group 1, Census Tract 5.06, Suffolk County, Massachusetts",ACSSF,ma,150,0,6427,,,,,25,25,,,506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005061,Block Group 1,,,,1176,1176,30202.44,0.0389372460412944,0.03893724,0.03893724,0,1176,20,578,283,295,1176,909,0,0,261,0,0,6,1176,979,712,0,0,261,0,0,6,197,768,193,256,317,339,342,352,357,369,378,397,491,592,627,647,733,768,573,511,451,429,426,416,411,398,390,371,276,175,141,120,34,768,325,50,123,95,176,58172,42227.8488982162,56759.110703043,27242.3216159496,,768,104,664,1816,1176,464,101,565,611,768,460,244,64,0,0,0,0
250250005062,"Block Group 2, Census Tract 5.06, Suffolk County, Massachusetts",ACSSF,ma,150,0,6428,,,,,25,25,,,506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250005062,Block Group 2,,,,1585,1585,46617.96,0.0339997714275124,0.03399977,0.03399977,0,1585,58,1168,283,76,1585,1212,0,0,245,0,105,23,1585,1480,1212,0,0,245,0,0,23,105,686,21,33,35,58,70,111,158,175,175,193,224,339,484,579,671,686,665,653,651,628,616,575,527,511,511,493,462,345,201,106,14,686,62,103,58,116,347,103663,44406.0204616999,48117.5996852046,34514.7560335782,33629.2523609654,686,122,564,2137,1585,235,88,323,1262,686,211,265,146,45,19,0,0
250250006031,"Block Group 1, Census Tract 6.03, Suffolk County, Massachusetts",ACSSF,ma,150,0,6433,,,,,25,25,,,603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250006031,Block Group 1,,,,1439,1439,11926.87,0.120651910356341,0.1206519,0.1206519,0,1439,162,615,502,160,1439,423,132,43,574,0,246,21,1439,1260,423,132,29,548,0,107,21,179,783,108,237,281,367,414,430,446,461,476,498,595,657,742,765,765,783,674,545,502,415,368,352,337,322,307,284,187,125,40,18,18,783,371,103,128,55,126,26208,27393.0456453305,42299.0241343127,21552.4895068206,23149.7455403987,783,8,775,1577,1439,597,268,865,574,783,386,300,41,56,0,0,0
250250006041,"Block Group 1, Census Tract 6.04, Suffolk County, Massachusetts",ACSSF,ma,150,0,6434,,,,,25,25,,,604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250006041,Block Group 1,,,,1217,1217,19130.72,0.0636149665558296,0.06361496,0.06361496,0,1217,101,781,258,77,1217,625,30,0,530,0,7,25,1217,1143,558,30,0,530,0,0,25,74,591,119,154,159,201,242,258,261,269,275,335,412,444,482,528,574,591,471,436,432,389,348,332,330,322,316,255,179,147,109,62,17,591,203,66,137,37,147,53244,31481.4349422875,41611.3457502623,25389.6720881427,11423.6253934942,591,150,441,1783,1217,503,108,611,606,591,237,221,83,50,0,0,0
250250006042,"Block Group 2, Census Tract 6.04, Suffolk County, Massachusetts",ACSSF,ma,150,0,6435,,,,,25,25,,,604,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250006042,Block Group 2,,,,1151,1151,24374.71,0.0472210682057214,0.04722107,0.04722107,0,1151,67,695,217,172,1151,947,0,0,49,0,124,31,1151,840,750,0,0,49,0,10,31,311,538,13,42,58,100,122,126,136,180,224,262,299,399,434,439,489,538,525,495,479,437,416,412,402,357,314,276,238,138,103,99,48,538,106,119,72,101,139,59910,41383.166316894,38496.3824763903,53317.5786988457,50044.5645330535,538,17,521,1772,1151,177,174,351,800,538,177,253,70,21,17,0,0
250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6436,,,,,25,25,,,701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007011,Block Group 1,,,,685,685,63676.04,0.0107575787995929,0.01075758,0.01075758,0,685,0,499,96,90,685,342,255,0,72,0,0,16,685,669,342,255,0,72,0,0,0,16,293,0,15,18,18,18,30,35,35,40,88,116,147,175,263,293,293,293,277,275,275,275,263,258,258,253,205,177,146,117,29,0,293,17,25,68,38,146,93202,47253.0299055614,35727.8751311647,46008.5099685205,,293,24,269,2204,648,44,125,169,479,293,18,254,21,0,0,0,0
250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6437,,,,,25,25,,,701,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007012,Block Group 2,,,,692,692,32436.37,0.0213340756791151,0.02133408,0.02133408,0,692,26,447,133,86,692,521,8,0,156,0,0,7,692,648,477,8,0,156,0,0,7,44,367,13,43,64,84,102,107,117,133,143,167,200,323,363,367,367,367,354,323,303,283,265,260,250,234,224,200,167,43,4,0,0,367,85,55,58,124,44,69624,35028.6831059811,36154.926547744,39150.5666316894,,367,57,310,1701,692,144,143,287,405,367,170,190,0,0,0,7,0
250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6438,,,,,25,25,,,701,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007013,Block Group 3,,,,1787,1787,56531.72,0.0316105711686695,0.03161057,0.03161057,0,1787,0,1477,270,40,1787,1283,21,0,414,0,63,6,1787,1559,1137,21,0,401,0,0,0,228,829,39,41,66,117,130,144,171,194,210,229,305,451,597,639,758,829,790,788,762,712,699,685,657,635,619,599,523,376,231,190,69,829,123,86,102,141,378,92763,55403.6411332634,62915.7686253935,48896.3405036726,30475.5613850997,829,171,658,1972,1787,276,285,561,1226,829,227,388,189,19,6,0,0
250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",ACSSF,ma,150,0,6439,,,,,25,25,,,701,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007014,Block Group 4,,,,1421,1421,56230.11,0.025271159557496,0.02527116,0.02527116,0,1421,4,1149,188,80,1421,1076,75,34,169,0,4,63,1421,1343,1037,75,34,151,0,0,46,78,674,53,56,80,137,183,195,195,217,233,276,354,524,616,642,660,674,620,618,594,537,490,479,479,456,441,397,319,148,57,32,14,674,144,81,128,170,150,71524,39824.6379853096,43992.5760755509,31874.9921301154,38379.1526757608,674,68,606,1810,1421,289,161,450,971,674,297,221,110,35,11,0,0
250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",ACSSF,ma,150,0,6440,,,,,25,25,,,703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007031,Block Group 1,,,,832,832,29536.57,0.0281684702786268,0.02816847,0.02816847,0,832,0,765,60,7,832,443,61,0,278,0,11,39,832,667,319,61,0,248,0,0,39,165,501,123,135,176,190,200,236,258,321,369,388,405,430,453,472,489,501,376,366,324,311,301,264,243,179,132,113,96,71,48,29,12,501,182,174,46,27,71,36499,29419.4464847849,38996.7025183631,21626.8048268625,23330.8237145855,501,9,492,1817,832,398,70,468,364,501,274,158,65,0,4,0,0
250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",ACSSF,ma,150,0,6441,,,,,25,25,,,703,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007032,Block Group 2,,,,1087,1087,26801.06,0.0405581029719057,0.0405581,0.0405581,0,1087,0,981,72,34,1087,751,1,0,279,0,11,45,1087,939,615,1,0,279,0,0,44,148,472,90,102,110,126,134,148,170,202,227,262,304,355,379,402,429,472,381,370,362,346,338,324,302,270,245,210,168,117,92,70,42,472,123,101,77,53,117,55201,36052.3504721931,47937.5682056663,15211.6133263379,27703.9139559286,472,38,434,1937,1087,319,207,526,561,472,180,186,59,12,28,7,0
250250007041,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",ACSSF,ma,150,0,6442,,,,,25,25,,,704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007041,Block Group 1,,,,1130,1130,26657.86,0.0423889994857119,0.042389,0.042389,0,1130,0,1058,59,13,1130,667,83,0,265,0,67,48,1130,1028,632,83,0,265,0,0,48,102,557,48,60,62,67,76,106,127,131,154,250,302,360,409,456,541,557,509,497,495,490,481,450,430,426,402,306,255,197,148,101,15,557,65,99,126,70,197,68117,45226.629066107,49656.240818468,26209.2339979014,37157.6600209864,557,50,507,1992,1130,257,112,369,761,557,253,188,73,43,0,0,0
250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",ACSSF,ma,150,0,6443,,,,,25,25,,,704,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007042,Block Group 2,,,,901,901,54960.77,0.0163935122479332,0.01639351,0.01639351,0,901,0,737,118,46,901,455,32,0,402,0,0,12,901,889,455,32,0,402,0,0,0,12,468,78,82,82,82,82,95,101,115,132,170,201,261,302,374,441,468,389,386,386,386,386,373,367,353,336,297,267,206,165,93,26,468,78,55,64,64,207,101704,51567.5052465897,64679.4491080797,39835.1049317943,,468,68,400,2439,901,193,0,193,708,468,187,201,63,0,17,0,0
250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",ACSSF,ma,150,0,6444,,,,,25,25,,,704,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US250250007043,Block Group 3,,,,993,993,65776.42,0.0150965950421392,0.01509659,0.01509659,0,993,25,782,172,14,993,580,89,0,293,0,26,5,993,955,568,89,0,293,0,0,5,38,492,71,75,75,75,75,75,95,150,185,200,259,305,344,385,423,492,420,417,417,417,417,417,397,341,307,291,232,187,147,107,69,492,71,107,85,42,187,74801,48196.1017838405,53128.1269674711,36175.8604407135,,492,32,460,2152,993,301,34,335,658,492,126,273,70,23,0,0,0
